policeTerror,longitude,latitude
policeTerror,72.437589,34.572287
policeTerror,44.014433,34.033021
policeTerror,44.422037,33.324454
policeTerror,65.001476,31.496295
policeTerror,71.127397,34.91093
policeTerror,29.362929,-3.352977
policeTerror,81.318646,18.245703
policeTerror,84.016629,25.065947
policeTerror,64.47316,32.397381
policeTerror,64.431892,32.400023
policeTerror,64.566027,31.823696
policeTerror,33.803186,31.13205
policeTerror,35.230424,31.781722
policeTerror,29.917284,31.201967
policeTerror,43.375591,38.500718
policeTerror,45.500733,2.77986
policeTerror,69.35927,36.420649
policeTerror,-5.912478,54.598131
policeTerror,121.034669,6.068588
policeTerror,42.453714,37.518974
policeTerror,68.919665,35.766255
policeTerror,45.38617,2.358455
policeTerror,67.773521,32.806122
policeTerror,35.246174,31.797228
policeTerror,86.091174,24.008544
policeTerror,76.647001,11.102269
policeTerror,121.102294,6.063022
policeTerror,70.472311,34.419999
policeTerror,124.294623,8.001024
policeTerror,35.099826,31.532569
policeTerror,35.099826,31.532569
policeTerror,35.236047,31.749309
policeTerror,-7.418241,54.756933
policeTerror,80.703422,19.29994
policeTerror,64.240209,31.640079
policeTerror,64.268052,31.657277
policeTerror,64.314238,31.678453
policeTerror,71.144815,36.700322
policeTerror,71.144815,36.700322
policeTerror,33.803186,31.13205
policeTerror,67.588196,30.216115
policeTerror,101.593027,6.717959
policeTerror,63.91133,35.649546
policeTerror,62.147766,33.294136
policeTerror,66.444994,30.922954
policeTerror,66.983363,30.103569
policeTerror,64.239832,31.63957
policeTerror,44.422171,33.325812
policeTerror,102.061687,6.253722
policeTerror,64.354054,31.667757
policeTerror,101.084275,6.728299
policeTerror,33.728305,31.123971
policeTerror,66.415434,30.996752
policeTerror,121.102294,6.063023
policeTerror,35.260324,31.955101
policeTerror,44.401016,33.190183
policeTerror,90.344243,23.783716
policeTerror,69.937167,33.333847
policeTerror,33.803276,31.132093
policeTerror,72.464278,34.116416
policeTerror,33.803276,31.132093
policeTerror,31.099776,29.066013
policeTerror,93.906269,24.663717
policeTerror,81.659273,18.391134
policeTerror,45.033393,12.799717
policeTerror,35.099826,31.532569
policeTerror,31.000376,30.786509
policeTerror,34.239478,31.265221
policeTerror,29.391237,-3.343752
policeTerror,68.33873,32.208289
policeTerror,68.333326,32.207525
policeTerror,64.775566,35.918641
policeTerror,43.474097,33.683078
policeTerror,71.376219,34.341341
policeTerror,71.318379,34.545867
policeTerror,43.5474,34.675971
policeTerror,81.659273,18.391134
policeTerror,69.526124,33.688122
policeTerror,68.882423,32.910299
policeTerror,47.116596,42.822275
policeTerror,80.721442,18.860831
policeTerror,33.803186,31.13205
policeTerror,35.246521,31.779547
policeTerror,101.059862,6.487717
policeTerror,101.244321,6.56224
policeTerror,33.803276,31.132093
policeTerror,65.000854,33.534235
policeTerror,74.282486,19.16135
policeTerror,35.257341,32.116041
policeTerror,69.918947,33.809862
policeTerror,44.972015,12.849057
policeTerror,35.128303,31.564738
policeTerror,64.621428,31.76147
policeTerror,63.00502,31.773045
policeTerror,124.122866,12.920444
policeTerror,67.916443,27.380021
policeTerror,69.911399,33.791877
policeTerror,69.911399,33.791877
policeTerror,64.117058,31.553875
policeTerror,44.069366,35.675471
policeTerror,33.803209,31.132074
policeTerror,35.099904,31.57989
policeTerror,68.868115,36.72944
policeTerror,68.693255,36.814423
policeTerror,68.868143,36.729526
policeTerror,90.322927,23.899664
policeTerror,60.750488,26.223519
policeTerror,44.328386,33.277992
policeTerror,74.797522,34.084896
policeTerror,67.197314,24.90284
policeTerror,44.26214,33.537227
policeTerror,43.412913,34.927982
policeTerror,66.685433,31.976058
policeTerror,41.012807,38.141225
policeTerror,64.147824,26.730322
policeTerror,16.588864,31.205448
policeTerror,43.41294,34.927815
policeTerror,90.487883,25.898183
policeTerror,62.136421,33.307049
policeTerror,43.745957,34.366154
policeTerror,70.461111,34.116944
policeTerror,70.461173,34.118745
policeTerror,41.226816,37.07388
policeTerror,36.211077,31.796295
policeTerror,65.453325,32.617053
policeTerror,49.998236,26.576492
policeTerror,43.905516,34.166004
policeTerror,40.54269,38.106637
policeTerror,80.151445,17.247253
policeTerror,73.114516,31.440371
policeTerror,100.357249,21.180321
policeTerror,35.230424,31.781722
policeTerror,35.257722,31.763582
policeTerror,42.4713,37.2487
policeTerror,123.869033,13.736638
policeTerror,68.699873,27.848963
policeTerror,41.720381,37.546184
policeTerror,93.967437,24.780654
policeTerror,44.514582,33.203366
policeTerror,33.803276,31.132093
policeTerror,66.046353,35.670747
policeTerror,101.09736,6.72866
policeTerror,69.287662,35.812976
policeTerror,68.919665,35.766255
policeTerror,62.136421,33.307049
policeTerror,72.190481,34.144612
policeTerror,84.185712,24.128611
policeTerror,84.185712,24.128611
policeTerror,84.185712,24.128611
policeTerror,84.185712,24.128611
policeTerror,67.009939,24.861462
policeTerror,66.99785,30.189351
policeTerror,62.365803,26.101453
policeTerror,65.942016,29.394051
policeTerror,73.029429,33.623444
policeTerror,29.377297,-3.409668
policeTerror,29.368555,-3.370432
policeTerror,29.120049,-2.888674
policeTerror,19.570041,30.410099
policeTerror,29.358427,-3.369197
policeTerror,29.391811,-3.344792
policeTerror,29.391811,-3.344792
policeTerror,60.750488,26.223519
policeTerror,69.156859,36.998709
policeTerror,50.041746,26.475115
policeTerror,63.848269,31.597309
policeTerror,68.766095,36.33401
policeTerror,74.585796,42.872324
policeTerror,20.216403,30.749268
policeTerror,123.665146,13.029954
policeTerror,74.9238,34.00601
policeTerror,69.5825,37.339167
policeTerror,71.762652,34.18769
policeTerror,35.257722,31.763582
policeTerror,44.404024,33.181047
policeTerror,74.097227,35.425924
policeTerror,64.147854,34.925208
policeTerror,43.258941,16.90866
policeTerror,21.954447,32.782859
policeTerror,63.781529,30.551261
policeTerror,34.15058,31.211512
policeTerror,44.434709,33.223454
policeTerror,43.808691,34.923742
policeTerror,67.016672,24.853185
policeTerror,39.31389,37.739927
policeTerror,70.018339,32.172622
policeTerror,44.934512,33.97869
policeTerror,44.972015,12.849057
policeTerror,10.184214,36.811427
policeTerror,68.780831,33.17745
policeTerror,18.145105,44.443722
policeTerror,35.258796,36.967401
policeTerror,64.906502,34.096426
policeTerror,41.213997,37.069644
policeTerror,66.96863,30.135364
policeTerror,65.57078,31.78953
policeTerror,20.216403,30.749268
policeTerror,101.557198,6.371686
policeTerror,101.502075,6.384576
policeTerror,-6.003815,54.577977
policeTerror,68.86801,36.729312
policeTerror,68.95694,34.591139
policeTerror,35.249829,32.117973
policeTerror,69.287895,35.802706
policeTerror,35.098051,33.008536
policeTerror,64.113141,31.514698
policeTerror,71.433219,33.583401
policeTerror,40.166355,37.918017
policeTerror,69.916965,33.334538
policeTerror,31.287139,29.905309
policeTerror,44.620763,34.880964
policeTerror,81.659273,18.391134
policeTerror,35.230424,31.781722
policeTerror,29.452754,0.499012
policeTerror,43.150917,16.770578
policeTerror,42.863788,19.096906
policeTerror,69.166681,34.534013
policeTerror,42.491834,37.418748
policeTerror,42.491834,37.418748
policeTerror,72.516046,34.068703
policeTerror,75.517269,32.38648
policeTerror,73.087837,33.632269
policeTerror,42.707611,17.475135
policeTerror,70.653005,34.304498
policeTerror,20.21579,30.750399
policeTerror,29.379641,-3.375755
policeTerror,-73.208998,8.401599
policeTerror,40.388604,38.059761
policeTerror,-5.899529,54.592455
policeTerror,65.362799,36.00218
policeTerror,44.262218,33.537289
policeTerror,44.411087,33.387461
policeTerror,70.657041,34.589651
policeTerror,35.230424,31.781722
policeTerror,68.592313,36.060802
policeTerror,85.56121,26.962714
policeTerror,29.366784,-3.382229
policeTerror,44.633427,33.749983
policeTerror,40.388604,38.059761
policeTerror,45.300322,2.05812
policeTerror,70.734861,34.265077
policeTerror,33.803276,31.132093
policeTerror,44.065695,33.292174
policeTerror,35.205875,31.79148
policeTerror,69.019532,33.999938
policeTerror,109.747881,39.564696
policeTerror,74.737884,34.464378
policeTerror,65.702953,31.613176
policeTerror,121.044793,14.756882
policeTerror,76.33333,11.116589
policeTerror,65.174067,32.078291
policeTerror,81.051056,18.015097
policeTerror,41.213997,37.069644
policeTerror,68.263291,32.144297
policeTerror,44.434701,33.223512
policeTerror,29.368588,-3.341116
policeTerror,81.29121,18.498794
policeTerror,40.388604,38.059761
policeTerror,33.803276,31.132093
policeTerror,61.00202,26.9174
policeTerror,-73.145449,8.321626
policeTerror,81.326114,19.452948
policeTerror,31.266833,29.850425
policeTerror,69.918187,33.336783
policeTerror,42.185474,37.332346
policeTerror,101.309074,6.819402
policeTerror,101.542496,6.682308
policeTerror,28.398784,4.577569
policeTerror,42.254766,32.041211
policeTerror,44.065695,33.292174
policeTerror,102.003296,6.247924
policeTerror,45.294693,2.021261
policeTerror,71.58049,34.014975
policeTerror,33.803276,31.132093
policeTerror,43.682977,34.600337
policeTerror,122.781991,11.387
policeTerror,84.52484,23.539264
policeTerror,124.813742,7.833119
policeTerror,41.855116,3.935639
policeTerror,40.928291,2.807006
policeTerror,66.999741,30.584986
policeTerror,41.012807,38.141225
policeTerror,42.185474,37.332346
policeTerror,69.596167,35.003392
policeTerror,69.591305,35.002984
policeTerror,69.591305,35.002984
policeTerror,69.591305,35.002984
policeTerror,69.591305,35.002984
policeTerror,69.591305,35.002984
policeTerror,69.591305,35.002984
policeTerror,69.591305,35.002984
policeTerror,69.591305,35.002984
policeTerror,69.591305,35.002984
policeTerror,80.772251,18.580889
policeTerror,33.803276,31.132093
policeTerror,64.852824,32.070697
policeTerror,40.651182,-2.327377
policeTerror,46.866963,43.20589
policeTerror,67.110682,36.709788
policeTerror,69.917,33.335726
policeTerror,74.792015,34.095361
policeTerror,33.803276,31.132093
policeTerror,10.211802,45.541553
policeTerror,35.207914,31.861597
policeTerror,40.210983,37.924973
policeTerror,76.082805,11.041301
policeTerror,62.204029,34.352865
policeTerror,44.257377,33.205814
policeTerror,64.554996,31.818051
policeTerror,41.213997,37.069644
policeTerror,64.851305,36.268496
policeTerror,74.929646,33.946835
policeTerror,-74.806265,7.605683
policeTerror,69.179382,34.527305
policeTerror,101.513361,6.352878
policeTerror,44.507801,33.323615
policeTerror,71.099167,34.461111
policeTerror,62.174873,34.374514
policeTerror,85.483882,19.988452
policeTerror,33.803276,31.132093
policeTerror,42.491834,37.418748
policeTerror,65.852964,35.986887
policeTerror,40.388604,38.059761
policeTerror,64.852824,32.070697
policeTerror,43.281158,33.435279
policeTerror,75.099971,33.786682
policeTerror,35.233417,31.85008
policeTerror,33.803276,31.132093
policeTerror,62.118583,32.372195
policeTerror,22.637743,32.755613
policeTerror,41.488804,-1.74516
policeTerror,40.438048,-2.388649
policeTerror,69.269755,32.900733
policeTerror,44.434701,33.223512
policeTerror,35.227614,31.776611
policeTerror,64.369278,31.582893
policeTerror,40.958688,3.573799
policeTerror,137.493137,-3.68219
policeTerror,44.915994,33.94857
policeTerror,66.046483,32.850198
policeTerror,66.046483,32.850198
policeTerror,66.046483,32.850198
policeTerror,66.046483,32.850198
policeTerror,66.046483,32.850198
policeTerror,66.046483,32.850198
policeTerror,66.046483,32.850198
policeTerror,66.046483,32.850198
policeTerror,66.046483,32.850198
policeTerror,66.046483,32.850198
policeTerror,13.852064,11.273891
policeTerror,137.783489,-3.798243
policeTerror,64.576747,31.817182
policeTerror,101.779487,5.985195
policeTerror,40.388604,38.059761
policeTerror,40.388604,38.059761
policeTerror,65.475902,32.963605
policeTerror,65.743015,37.52324
policeTerror,31.203757,30.017438
policeTerror,74.813485,34.092981
